,word1,word2,prediction
762,face,tear,-0.821698397397995
763,family,live,-0.5221695601940155
764,family,relay,-1.098158799111843
765,family,square,-0.812943696975708
766,fantasy,fiction,-0.4795456528663635
767,farm,wind,-0.9843728970736265
768,fashion,handwriting,-0.8653710037469864
769,fashion,outfit,-0.6832371354103088
770,fast,fast,-0.0
771,father,pop,-0.7766932249069214
772,fauna,toy,-1.1074265167117119
773,fear,panic,-0.3681970238685608
774,fear,terror,-0.6281629204750061
775,feather,grey,-0.6840189695358276
776,feather,hummingbird,-0.7811436355113983
777,feather,insect,-0.5279408097267151
778,feather,nest,-0.5010051727294922
779,feather,sunflower,-0.6817906200885773
780,feather,truck,-1.018748378381133
781,feather,wild,-0.747897207736969
782,feature,side,-0.939175371080637
783,fee,tuition,-0.4530923366546631
784,feel,idea,-0.4918983578681946
785,feel,kiss,-0.7845101058483124
786,feline,nut,-0.8572595864534378
787,feline,paw,-0.6013809144496918
788,fell,tear,-0.9057399183511734
789,female,live,-0.8384781777858734
790,female,machine,-1.0427230186760426
791,female,makeup,-0.7509710043668747
792,festival,musician,-0.6950041055679321
793,fever,symptom,-0.5708349049091339
794,fiction,romance,-0.4296771287918091
795,field,science,-0.7804927974939346
796,field,squirrel,-0.9096700176596642
797,filled,filled,-0.0
798,film,movie,-0.1014520525932312
799,finger,toe,-0.43479055166244507
800,fingerprint,identification,-0.17462003231048584
801,fire,smoke,-0.44850069284439087
802,fire,water,-0.5679832100868225
803,first,initial,-0.6421430706977844
804,fishing,rainbow,-0.9725249111652374
805,five,month,-0.4519643783569336
806,flag,iris,-0.942001074552536
807,flag,quote,-0.7678666859865189
808,flame,reaction,-0.9460670426487923
809,flame,sidewalk,-0.8930771425366402
810,flamingo,hummingbird,-0.7116773426532745
811,flamingo,office,-0.9593210630118847
812,flat,housing,-0.9423495195806026
813,flight,jaguar,-0.8850657790899277
814,flight,trip,-0.44605743885040283
815,flood,flow,-0.6370647847652435
816,flood,line,-0.9064120203256607
817,flood,water,-0.47237491607666016
818,floor,level,-0.7072684168815613
819,floor,roof,-0.3825203776359558
820,floor,staircase,-0.48251867294311523
821,flower,foliage,-0.5625613629817963
822,flower,fruit,-0.4936017394065857
823,flower,violet,-0.5766434073448181
824,flower,wild,-0.6101671457290649
825,flush,spin,-0.9493053741753101
826,flute,wind,-0.9275033548474312
827,flying,sexy,-0.9926458080299199
828,focus,think,-0.6590429544448853
829,foliage,ivy,-0.8758036717772484
830,foliage,moss,-0.767269566655159
831,foliage,pink,-0.5194445550441742
832,foliage,purple,-0.47853022813796997
833,foliage,violet,-0.6122419536113739
834,follower,satellite,-1.0979025289416313
835,food,frozen,-0.6367323100566864
836,food,noodle,-0.620452880859375
837,food,produce,-0.6848981976509094
838,food,sausage,-0.5878924429416656
839,food,wild,-0.7246689200401306
840,foot,piano,-0.816097304224968
841,foot,tall,-0.6097650825977325
842,foot,train,-0.7654256373643875
843,force,sacrifice,-0.8234669417142868
844,forecast,message,-0.8932053372263908
845,forecast,predict,-0.6449542939662933
846,foreigner,travelers,-0.8387743383646011
847,forest,ground,-0.6536563634872437
848,forest,nature,-0.6974648535251617
849,foul,play,-0.6245520710945129
850,found,found,-0.0
851,foundation,support,-0.6057135164737701
852,friend,guy,-0.4744795560836792
853,friend,happy,-0.6926565170288086
854,friend,smile,-0.7107683718204498
855,frog,poppy,-0.6386722922325134
856,frog,tropical,-0.747268795967102
857,frog,whale,-0.4374050498008728
858,frost,lily,-0.5838430523872375
859,frost,shade,-0.6669059097766876
860,frost,sunshine,-0.5320452749729156
861,frost,weather,-0.6211694478988647
862,frozen,pebble,-0.8435810506343842
863,frozen,raspberry,-0.7680854052305222
864,frozen,salad,-0.6564994752407074
865,fuel,lighter,-0.7986746579408646
866,full,full,-0.0
867,fun,guy,-0.5686206519603729
868,fun,kid,-0.6234645247459412
869,fun,relax,-0.6332128643989563
870,fun,sexy,-0.5818454027175903
871,fungi,leather,-1.0410011261701584
872,fungi,plant,-0.6898248195648193
873,furniture,man,-0.8466573804616928
874,furniture,nature,-0.9023793116211891
875,game,sign,-0.7352547347545624
876,gang,murder,-0.4333740472793579
877,garbage,lunch,-0.8621229529380798
878,garbage,rubbish,-0.3147946000099182
879,garden,house,-0.5433067977428436
880,garden,patio,-0.5455091297626495
881,garden,plantation,-0.6004847884178162
882,garlic,meal,-0.6816198825836182
883,garment,tie,-0.8827043250203133
884,gas,state,-0.7651067525148392
885,gasoline,pepper,-0.8148088902235031
886,gate,hotel,-0.6885862350463867
887,gauge,meter,-0.9297300577163696
888,gear,mechanism,-0.9364248514175415
889,gear,reverse,-0.9248150959610939
890,gender,representation,-0.5713538825511932
891,gender,sex,-0.489707350730896
892,giraffe,harbor,-0.7939561307430267
893,giraffe,lion,-0.6390650868415833
894,giraffe,mist,-0.9308353587985039
895,girl,morning,-0.7796379774808884
896,girl,wind,-1.0503314100205898
897,give,sacrifice,-0.6628146767616272
898,glass,tub,-0.5181424617767334
899,glittering,smile,-0.7681024670600891
900,glittering,sunshine,-0.8262709528207779
901,glove,wear,-0.8186303228139877
902,goal,objective,-0.5647602379322052
903,goat,milk,-0.4560491442680359
904,gold,texture,-0.8967826440930367
905,good,sheet,-0.7871360629796982
906,goose,mallard,-0.5405744910240173
907,gore,pierce,-0.8193445801734924
908,government,immunity,-0.7471210062503815
909,government,transportation,-0.726340115070343
910,gradual,slow,-0.424452006816864
911,grass,ruin,-0.9276221320033073
912,grass,weed,-0.6601001918315887
913,grate,lean,-0.7395883798599243
914,grave,hat,-1.0153437238186598
915,grave,shore,-0.8668147325515747
916,graveyard,porch,-0.9022819697856903
917,graveyard,pug,-0.6758699119091034
918,greater,greater,-0.0
919,green,number,-0.8211138248443604
920,green,phone,-0.7468912303447723
921,green,violet,-0.5875237584114075
922,green,yellow,-0.2329149842262268
923,grey,orange,-0.664055198431015
924,grey,purple,-0.7083826065063477
925,grey,violet,-0.703809529542923
926,grey,white,-0.6432720720767975
927,grip,hold,-0.7101436853408813
928,group,vinyl,-1.0576613061130047
929,growth,stock,-0.6415902078151703
930,guarantee,warranty,-0.6624125838279724
931,guardian,livestock,-0.918875440955162
932,guild,smith,-1.0268530882894993
933,guitar,piano,-0.24463695287704468
934,gun,kennedy,-0.7802170515060425
935,gun,picture,-0.9641546346247196
936,gun,stair,-0.773671954870224
937,guy,happy,-0.6449827253818512
938,guy,idea,-0.6177973747253418
939,guy,people,-0.692389190196991
940,guy,tear,-0.9330644458532333
941,guy,wire,-0.9153135046362877
942,hack,machine,-0.5837626755237579
943,hail,remember,-0.9231657534837723
944,haircut,sexy,-0.579095721244812
945,half-hour,weeknight,-0.47751033306121826
946,hamburger,nutrition,-0.8504302799701691
947,hamster,party,-1.0943476110696793
948,hand,left,-0.4060210585594177
949,hand,stand,-0.6199946403503418
950,handle,lighting,-0.8548577278852463
951,handle,tram,-0.917025201022625
952,handwriting,pig,-0.7818206548690796
953,handwriting,sketch,-0.6437210440635681
954,hanging,probability,-0.9135190322995186
955,hanging,stencil,-0.7709096372127533
956,hanging,stop,-0.834217980504036
957,happy,kid,-0.6441027522087097
958,happy,love,-0.4826825261116028
959,happy,mom,-0.5727590322494507
960,happy,night,-0.6740764379501343
961,happy,rusty,-0.8201933652162552
962,happy,time,-0.5974183082580566
963,harbor,harbour,-0.43597477674484253
964,harbor,port,-0.36802971363067627
965,harbor,sailing,-0.6055743396282196
966,harbor,sea,-0.3550682067871094
967,harbor,sunk,-0.5568034648895264
968,harbour,sea,-0.6337608397006989
969,hard,zoo,-1.1667880415916443
970,hawk,hummingbird,-0.6804933547973633
971,hawk,insect,-0.6691021621227264
972,hawk,mallard,-0.5130060911178589
973,head,question,-0.8405417948961258
974,head,secretary,-0.5125041306018829
975,headlight,light,-0.7717508673667908
976,health,welfare,-0.40322428941726685
977,heart,space,-0.9139183685183525
978,height,infinite,-0.827909305691719
979,helix,spiral,-0.7784924358129501
980,herb,mushroom,-0.7242404520511627
981,heroin,shoot,-0.8666604161262512
982,highway,street,-0.5951992273330688
983,highway,traffic,-0.33393019437789917
984,hike,production,-0.7951521277427673
985,hill,mountain,-0.43591153621673584
986,hill,river,-0.40365368127822876
987,hill,town,-0.5144699811935425
988,hinder,relieve,-0.7174648940563202
989,history,recital,-0.9523089155554771
990,hit,pop,-0.5555257499217987
991,hockey,play,-0.39521872997283936
992,home,return,-0.4449375867843628
993,homer,odyssey,-0.7997891455888748
994,honolulu,vacation,-0.7957336902618408
995,hood,protection,-0.8873374685645103
996,horse,interior,-1.2014968991279602
997,horse,sweet,-0.9200548827648163
998,hostility,war,-0.6210712790489197
999,hot,winter,-0.4845414161682129
1000,hot,zombie,-0.9696916732937098
1001,hotel,house,-0.5806245505809784
1002,house,poster,-0.7256492376327515
1003,house,staircase,-0.7972657084465027
1004,house,windmill,-0.8743889778852463
1005,hummingbird,moss,-0.819656252861023
1006,hummingbird,reptile,-0.748271107673645
1007,husky,painting,-1.0950723588466644
1008,husky,play,-0.8233798295259476
1009,icon,representation,-0.903113342821598
1010,idea,stop,-0.5661459267139435
1011,image,image,-0.0
1012,implement,use,-0.6772444844245911
1013,improvement,recovery,-0.5573504269123077
1014,income,sales,-0.5185133218765259
1015,index,mass,-0.8906524777412415
1016,information,target,-0.8222626596689224
1017,inhale,smoking,-0.846557006239891
1018,initial,letter,-0.6042509078979492
1019,ink,liquid,-0.6284597814083099
1020,ink,pencil,-0.42138606309890747
1021,installation,zoo,-0.9526669643819332
1022,instruction,lesson,-0.5785815417766571
1023,instruction,recipe,-0.8444610685110092
1024,intending,plan,-0.8943841010332108
1025,intensity,quiet,-0.600335031747818
1026,interest,possess,-1.067163147032261
1027,interior,roof,-0.7346619963645935
1028,interior,tall,-0.7832454591989517
1029,interior,wall,-0.7612952440977097
1030,invalid,void,-0.7363909780979156
1031,ipod,rope,-0.9302610605955124
1032,iron,splash,-0.9619006738066673
1033,isolation,solitude,-0.6290788948535919
1034,israel,terror,-0.5313294529914856
1035,item,newspaper,-0.6599719524383545
1036,ivy,urban,-0.731013149023056
1037,jacket,jean,-0.7335100769996643
1038,jacket,leather,-0.28716182708740234
1039,jacket,shirt,-0.13333332538604736
1040,jackson,quota,-1.0732445269823074
1041,jaguar,pier,-0.785506471991539
1042,jail,nick,-1.0385200716555119
1043,jazz,musician,-0.3648698925971985
1044,jazz,neck,-1.0455038510262966
1045,jazz,piano,-0.47559165954589844
1046,jean,outfit,-0.8692879229784012
1047,jean,shirt,-0.8365433514118195
1048,jellyfish,texture,-0.9776291828602552
1049,jewel,person,-0.9552619829773903
1050,joke,law,-1.0743108168244362
1051,journal,writing,-0.6920194625854492
1052,jump,sunlight,-0.877809189260006
1053,jumper,sweater,-0.7869810163974762
1054,justice,official,-0.6382197141647339
1055,juvenile,rope,-1.011165707372129
1056,keep,keep,-0.0
1057,key,palace,-0.9515037834644318
1058,kiss,lip,-0.8042798936367035
1059,kiss,sweet,-0.7530528008937836
1060,kitchen,outfit,-0.9235919639468193
1061,kitchen,sleep,-0.7013756036758423
1062,kitchen,stair,-0.8613848388195038
1063,kitchen,wedding,-0.8023013919591904
1064,kitten,kitty,-0.5930269360542297
1065,kitten,paw,-0.5371005535125732
1066,kitten,rain,-1.148231789469719
1067,kitty,licking,-0.9650139436125755
1068,knitting,stitch,-0.5762914717197418
1069,lady,stop,-0.8942723944783211
1070,lady,sunset,-0.9989596727536991
1071,lager,yeast,-0.738190621137619
1072,lake,valley,-0.3985139727592468
1073,lamb,young,-0.9343276992440224
1074,lamp,light,-0.6241201162338257
1075,landscape,painting,-0.4652271866798401
1076,lantern,oak,-0.5058487355709076
1077,lapse,suspension,-0.5843847393989563
1078,last,senior,-0.6402749121189117
1079,law,lawyer,-0.5024915039539337
1080,law,mosaic,-1.0236802585422993
1081,law,similarity,-1.195785477757454
1082,leaf,nature,-0.8541093319654465
1083,learning,study,-0.6013453602790833
1084,leather,sunshine,-0.9793004672974348
1085,lebanon,war,-0.4893801212310791
1086,left,play,-0.6521666049957275
1087,left,sitting,-0.715480387210846
1088,left,smile,-0.79686638712883
1089,left,stop,-0.7604381442070007
1090,left,walk,-0.6612287163734436
1091,levy,request,-0.7723978906869888
1092,license,security,-0.912032388150692
1093,licking,puppy,-0.7314040064811707
1094,licking,sitting,-0.8519831448793411
1095,lie,line,-0.8454096913337708
1096,life,story,-0.4914919137954712
1097,light,neon,-0.6248714923858643
1098,light,shade,-0.48863816261291504
1099,light,sleep,-0.8306907713413239
1100,lighter,lighter,-0.0
1101,lighting,person,-0.9741803500801325
1102,lily,purple,-0.5832764804363251
1103,line,lunch,-0.8528603762388229
1104,line,temple,-1.0497386418282986
1105,lineup,roll,-0.8797875270247459
1106,lingerie,underground,-0.9834708143025637
1107,link,union,-0.8517075926065445
1108,lion,square,-0.8708157688379288
1109,lion,tiger,-0.6169138252735138
1110,lip,run,-0.9827426932752132
1111,liquid,liquid,-0.0
1112,liquid,matter,-0.7520067542791367
1113,list,position,-0.7708951234817505
1114,live,makeup,-1.0705583468079567
1115,live,race,-0.9751578886061907
1116,living,support,-0.9085347130894661
1117,load,weight,-0.5509427487850189
1118,location,property,-0.7963555604219437
1119,look,look,-0.0
1120,looking,search,-0.689783900976181
1121,lost,people,-0.6501774191856384
1122,low,shoulder,-0.844879075884819
1123,lower,sustain,-0.8201029002666473
1124,machine,pond,-1.0654574856162071
1125,madhouse,mental,-1.1383072882890701
1126,magnolia,maple,-0.802984744310379
1127,majority,number,-0.7605303525924683
1128,maker,manufacturer,-0.09821629524230957
1129,makeup,people,-0.9723707530647516
1130,makeup,skull,-0.7964892834424973
1131,male,man,-0.5342651307582855
1132,male,tongue,-0.8382664173841476
1133,mallard,portrait,-0.7845334112644196
1134,man,sexy,-0.6036067306995392
1135,map,weed,-0.8188256770372391
1136,marble,marching,-0.976631410419941
1137,marble,monkey,-0.8543248027563095
1138,marble,statue,-0.39069879055023193
1139,marble,stone,-0.371008038520813
1140,marble,wall,-0.5857307612895966
1141,mark,trace,-0.905689463019371
1142,market,sell,-0.506602942943573
1143,married,person,-0.5997527837753296
1144,mask,roof,-0.761241152882576
1145,match,stadium,-0.565080463886261
1146,mature,mature,-0.0
1147,maxwell,transmission,-0.9455127753317356
1148,mayor,water,-0.9107153341174126
1149,meaning,translation,-0.6683146357536316
1150,measure,money,-0.7842269092798233
1151,measure,sea,-0.9798668473958969
1152,meat,pond,-0.7214732468128204
1153,mechanism,stabilize,-0.6486735343933105
1154,medium,organization,-1.011498836800456
1155,melody,music,-0.558578610420227
1156,memorial,people,-0.8678717762231827
1157,memorial,rope,-1.0288440808653831
1158,memory,operation,-0.8461865186691284
1159,merchandise,stock,-0.6108792722225189
1160,metal,silver,-0.5761830508708954
1161,metal,zinc,-0.5465506017208099
1162,metro,station,-0.4821290969848633
1163,microwave,radiation,-0.5789937376976013
1164,mill,sunflower,-0.5637466609477997
1165,mill,wild,-0.8934680446982384
1166,mind,mind,-0.0
1167,mind,recall,-0.870050922036171
1168,ministry,resident,-0.880053699016571
1169,minor,minority,-0.8025781214237213
1170,mirror,raspberry,-1.0677062794566154
1171,mist,sunshine,-0.6018408536911011
1172,misty,rain,-0.557443380355835
1173,misty,scenery,-0.6766676902770996
1174,misty,sky,-0.5065456032752991
1175,misty,sunrise,-0.5356872081756592
1176,misty,weather,-0.5048055350780487
1177,modification,surprise,-0.8425556719303131
1178,money,pile,-0.631463885307312
1179,month,week,-0.11289149522781372
1180,moon,mushroom,-0.76577989757061
1181,moon,planet,-0.40359270572662354
1182,moon,sky,-0.41508275270462036
1183,moon,sun,-0.3583017587661743
1184,morning,sky,-0.6370295882225037
1185,morning,sleep,-0.5569737553596497
1186,morning,time,-0.5104337632656097
1187,moroccan,morocco,-0.47759783267974854
1188,mother,pregnant,-0.3804534673690796
1189,mother,yeast,-0.9473773539066315
1190,motor,vehicle,-0.46272581815719604
1191,motto,volunteer,-0.8736479878425598
1192,mountain,sea,-0.43967926502227783
1193,mouth,tongue,-0.38421696424484253
1194,move,shifting,-0.781827911734581
1195,move,spread,-0.7099837362766266
1196,move,stick,-0.7385798096656799
1197,move,swell,-0.7268349528312683
1198,movie,television,-0.37824493646621704
1199,mural,paint,-0.5448003113269806
1200,murphy,potato,-0.9908231198787689
1201,muscle,nature,-0.9173989519476891
1202,mushroom,salad,-0.4465107321739197
1203,music,sound,-0.4312558174133301
1204,musical,opera,-0.29883629083633423
1205,musician,piano,-0.4368913769721985
1206,narration,telling,-0.8897056952118874
1207,native,rhodes,-0.6609220504760742
1208,nest,wasp,-0.6831228137016296
1209,night,sitting,-0.6976221203804016
1210,night,sunset,-0.628960520029068
1211,noise,splash,-0.7154586613178253
1212,notebook,production,-0.8477437794208527
1213,nude,painting,-0.6951779723167419
1214,number,square,-0.8452562987804413
1215,number,web,-0.7479977011680603
1216,occupancy,percent,-0.5673364102840424
1217,ocean,sea,-0.20994490385055542
1218,ocean,underwater,-0.48444533348083496
1219,ocean,water,-0.49888503551483154
1220,opening,up,-0.4947882890701294
1221,opera,serial,-0.9083064496517181
1222,orange,pink,-0.4152091145515442
1223,orange,purple,-0.4130319356918335
1224,orange,red,-0.4148716330528259
1225,orange,strawberry,-0.538245439529419
1226,order,world,-0.7496876120567322
1227,outdoor,swimming,-0.42121291160583496
1228,outfit,skirt,-0.513163298368454
1229,overflow,sewer,-0.5259577631950378
1230,padding,tower,-1.0669226869940758
1231,paint,puddle,-0.7994901686906815
1232,pakistan,radical,-0.8469760566949844
1233,panorama,scenery,-0.5775071680545807
1234,paper,paper,-0.0
1235,paper,tattoo,-0.7303773164749146
1236,papers,security,-0.8231620639562607
1237,parade,store,-0.9166027829051018
1238,parade,table,-1.089864268898964
1239,parcel,region,-0.8878945410251617
1240,parking,photographer,-1.038985449820757
1241,parrot,wing,-0.9050901383161545
1242,part,pressing,-0.7857739478349686
1243,part,substance,-0.7831408828496933
1244,patch,spot,-0.8372592329978943
1245,patent,professional,-0.8363064229488373
1246,path,sunflower,-1.062042661011219
1247,patio,room,-0.432545006275177
1248,patio,sitting,-0.5510342419147491
1249,patio,swan,-0.9655590951442719
1250,patio,washing,-0.6482089459896088
1251,patronage,people,-1.1618950068950653
1252,patterned,professor,-1.1011189743876457
1253,pavilion,terrace,-0.4846453070640564
1254,paw,pet,-0.7622490972280502
1255,peace,war,-0.549860268831253
1256,pebble,sand,-0.659521073102951
1257,people,wounded,-0.5954031348228455
1258,perceive,touching,-0.8635747730731964
1259,perform,solo,-0.7057988941669464
1260,permission,tolerance,-0.990523274987936
1261,person,technician,-0.7798359990119934
1262,petal,yellow,-0.7631047666072845
1263,phantom,shadow,-0.7242780327796936
1264,phone,stock,-0.7779272049665451
1265,photo,picture,-0.3321797847747803
1266,photography,portrait,-0.5652514100074768
1267,physical,resolution,-0.914759524166584
1268,piano,wolf,-1.1467698514461517
1269,piece,sail,-1.0263010989874601
1270,pigeon,reading,-1.1997269243001938
1271,pigeon,round,-0.9517268799245358
1272,pillow,stone,-0.9146368280053139
1273,pink,red,-0.3323715329170227
1274,pink,shade,-0.40756744146347046
1275,pink,yellow,-0.27005594968795776
1276,pizza,railway,-0.9550423435866833
1277,place,place,-0.0
1278,place,position,-0.5498861074447632
1279,place,siphon,-1.1699900776147842
1280,plane,radar,-0.546280711889267
1281,plant,seed,-0.6144019067287445
1282,plant,skate,-1.1701914370059967
1283,plot,strategy,-0.554187148809433
1284,pod,round,-0.8855073750019073
1285,point,second,-0.4164292812347412
1286,point,tennis,-0.9046643599867821
1287,point,trouble,-0.6152425408363342
1288,poll,straw,-0.5999144911766052
1289,poll,vote,-0.48815757036209106
1290,poodle,terrier,-0.5155214965343475
1291,porch,pug,-0.8978452086448669
1292,porch,staircase,-0.6862058341503143
1293,portrait,rocket,-1.1088766381144524
1294,possession,possession,-0.0
1295,post,view,-0.718198299407959
1296,post,white,-0.7774991691112518
1297,potato,sweet,-0.4937136173248291
1298,power,sway,-0.6508925557136536
1299,pregnancy,pregnant,-0.3003363013267517
1300,price,price,-0.0
1301,print,produce,-0.7507277727127075
1302,process,rule,-0.6737365424633026
1303,production,theater,-0.6448270380496979
1304,project,project,-0.0
1305,proper,right,-0.646497905254364
1306,property,size,-0.8508243560791016
1307,protection,roof,-0.9114666059613228
1308,protocol,rule,-0.7421507239341736
1309,publish,show,-0.7790630012750626
1310,puddle,street,-0.8391523361206055
1311,purple,red,-0.3490772247314453
1312,purple,shade,-0.4080296754837036
1313,purple,stripe,-0.5640400946140289
1314,put,space,-0.5900343060493469
1315,quiet,silence,-0.5598686337471008
1316,race,racing,-0.29129213094711304
1317,racing,shirt,-0.9355762600898743
1318,racket,tennis,-0.7202637195587158
1319,radical,uniform,-0.9405026771128178
1320,rail,train,-0.30279719829559326
1321,railroad,underground,-0.6563304662704468
1322,railway,station,-0.38011854887008667
1323,railway,train,-0.37100619077682495
1324,rain,sun,-0.490431547164917
1325,rainbow,whale,-0.692417323589325
1326,raise,shoulders,-0.879624255001545
1327,raising,upbringing,-1.051974095404148
1328,rap,tap,-0.8219411820173264
1329,ray,shark,-1.007523993961513
1330,read,reading,-0.3111460208892822
1331,recognition,recognition,-0.0
1332,recognition,seeing,-0.8316032290458679
1333,record,score,-0.5008144378662109
1334,record,write,-0.7970308810472488
1335,red,shade,-0.6156247556209564
1336,red,tea,-0.8221610486507416
1337,red,white,-0.3337140679359436
1338,redhead,reflection,-0.9203921854496002
1339,relax,sunshine,-0.7999252378940582
1340,religion,trinity,-0.6766152381896973
1341,representative,voice,-0.834642767906189
1342,reptile,swim,-0.7752410173416138
1343,reptile,wild,-0.7642183601856232
1344,reservation,reservation,-0.0
1345,resistance,resistance,-0.0
1346,restaurant,shopping,-0.5046276450157166
1347,restaurant,sushi,-0.35520559549331665
1348,restaurant,violet,-1.1693310290575027
1349,review,study,-0.44073551893234253
1350,reviewers,writer,-0.8828431516885757
1351,rice,soup,-0.5141553282737732
1352,rice,yellow,-0.7962706238031387
1353,river,stream,-0.5644562542438507
1354,riverside,vietnamese,-0.971908101812005
1355,road,sidewalk,-0.7144527435302734
1356,robbery,rolling,-1.153233841061592
1357,rock,stone,-0.4902004599571228
1358,rodent,smile,-0.8352355062961578
1359,rolling,sound,-0.7682449370622635
1360,roof,stair,-0.7544132322072983
1361,roof,tile,-0.39783334732055664
1362,room,stair,-0.9770237766206264
1363,rope,shore,-0.7482359409332275
1364,rose,rose,-0.0
1365,rough,rough,-0.0
1366,round,travel,-1.0032426549587399
1367,row,terrace,-0.7761523425579071
1368,rugby,soccer,-0.24841290712356567
1369,ruin,shore,-0.8259751349687576
1370,ruin,stone,-0.8545878231525421
1371,ruin,town,-0.885113075375557
1372,run,train,-0.6579549908638
1373,running,sprint,-0.7761027365922928
1374,rust,rusty,-0.7376731634140015
1375,rusty,shade,-0.8466019481420517
1376,sacrifice,sacrifice,-0.0
1377,sailing,sunk,-0.6116470396518707
1378,salad,soup,-0.20969605445861816
1379,salad,sweet,-0.5865285396575928
1380,scenery,shore,-0.6519399881362915
1381,scenery,sketch,-0.9100688621401787
1382,scenery,skyline,-0.5252436697483063
1383,scenery,sunshine,-0.636679619550705
1384,scenery,trail,-0.8881202340126038
1385,scenery,valley,-0.8989055082201958
1386,school,traffic,-0.9811240825802088
1387,science,shelter,-1.0506898500025272
1388,sea,sing,-0.9553809799253941
1389,sea,swim,-0.6122179627418518
1390,seal,washers,-1.0013369135558605
1391,season,summer,-0.3615565299987793
1392,second,time,-0.3967636823654175
1393,session,surprise,-0.8451090157032013
1394,sexy,smile,-0.702740490436554
1395,shade,sunlight,-0.3359661102294922
1396,shade,whale,-0.92133978754282
1397,shade,yellow,-0.46201372146606445
1398,shed,traffic,-1.0617349334061146
1399,sheet,window,-0.7563886493444443
1400,shifting,shifting,-0.0
1401,shirt,show,-0.8679462671279907
1402,shirt,skirt,-0.35065537691116333
1403,shoot,sucker,-0.8309116661548615
1404,shop,shopping,-0.37143367528915405
1405,shop,summer,-0.7960860431194305
1406,shore,swim,-0.683069109916687
1407,shore,valley,-0.5983176231384277
1408,shore,waterfall,-0.6977510154247284
1409,shore,woodland,-0.6476779282093048
1410,shot,shot,-0.0
1411,side,street,-0.5932475924491882
1412,sight,vision,-0.7896803915500641
1413,sign,street,-0.7213672697544098
1414,silence,still,-0.8758272603154182
1415,singles,tennis,-0.4012165069580078
1416,sit,sit,-0.0
1417,situation,things,-0.47624504566192627
1418,skate,skating,-0.44160300493240356
1419,sketch,texture,-0.8178625851869583
1420,skin,television,-1.0100871222093701
1421,skull,storm,-0.9294554889202118
1422,sky,sunlight,-0.577536404132843
1423,skyline,skyscraper,-0.3311513662338257
1424,slash,stroke,-0.8680359125137329
1425,slave,work,-0.8906034156680107
1426,slave,worker,-0.6341338455677032
1427,sleeping,waking,-0.5608142912387848
1428,small,valley,-0.6264321506023407
1429,smash,success,-0.9026338756084442
1430,smile,stand,-0.7964975237846375
1431,smoking,sunny,-1.0366967357695103
1432,snake,taxi,-0.8441814333200455
1433,snap,touch,-0.73324054479599
1434,snow,sunshine,-0.4144229292869568
1435,space,space,-0.0
1436,species,stability,-0.8989652618765831
1437,spiral,staircase,-0.4669650197029114
1438,splash,swim,-0.9161120355129242
1439,spring,sunshine,-0.47013741731643677
1440,sprint,standing,-0.8929996192455292
1441,square,town,-0.5178518891334534
1442,stair,steel,-0.8833681866526604
1443,stamp,weave,-0.8845998272299767
1444,star,storm,-0.8199482560157776
1445,statement,word,-0.5560875833034515
1446,station,train,-0.32158875465393066
1447,steel,weapon,-0.9694947637617588
1448,steel,wing,-0.8325764983892441
1449,stock,stock,-0.0
1450,stone,wall,-0.5009978413581848
1451,storm,sweet,-0.8899353295564651
1452,storm,thunderstorm,-0.5754009187221527
1453,straight,stretch,-0.511608898639679
1454,strains,trouble,-0.823116347193718
1455,strawberry,sweet,-0.7219809293746948
1456,strawberry,tomato,-0.682393342256546
1457,string,string,-0.0
1458,string,team,-0.9428237527608871
1459,stripe,violet,-0.6676538586616516
1460,stripe,white,-0.6892922222614288
1461,stroke,stroke,-0.0
1462,study,study,-0.0
1463,subway,train,-0.2826598286628723
1464,suffering,suffering,-0.0
1465,summer,weather,-0.5280695259571075
1466,sun,sunshine,-0.5264274179935455
1467,sunglass,weed,-0.9623499475419521
1468,sunny,sunset,-0.625520259141922
1469,sunny,wet,-0.45963406562805176
1470,sunny,winter,-0.5051673054695129
1471,sunshine,weather,-0.5030261278152466
1472,supporters,trader,-1.1088575944304466
1473,surf,surfer,-0.4774840474128723
1474,swim,swimming,-0.3427879214286804
1475,swim,underwater,-0.5441988408565521
1476,swim,vehicle,-0.9672441743314266
1477,tea,village,-0.8087127506732941
1478,tenure,term,-0.4406927227973938
1479,term,term,-0.0
1480,things,things,-0.0
1481,town,village,-0.12127482891082764
1482,track,yellow,-0.6801972985267639
1483,trading,trading,-0.0
1484,trading,traffic,-0.779555156826973
1485,trailer,vehicle,-0.4672797918319702
1486,travel,wandering,-0.7650471180677414
1487,travel,wood,-1.1777858436107635
1488,troops,troops,-0.0
1489,upgrade,upgrade,-0.0
1490,van,vehicle,-0.5504196584224701
1491,vanished,vanished,-0.0
1492,vine,wine,-0.7335310578346252
1493,violet,yellow,-0.4996117353439331
1494,washer,worker,-1.0497301183640957
1495,water,water,-0.0
1496,ways,ways,-0.0
1497,white,white,-0.0
1498,wife,woman,-0.33295685052871704
1499,word,word,-0.0
